02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093202
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.246 0.500 6.000 20171026093202
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.262 0.500 6.000 20171026093202
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.53 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.41 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.53 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.69 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.53 0.125 11.000 12.246 0.500 6.000 20171026093203
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.41 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.41 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.81 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.81 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.97 0.125 11.000 12.246 0.500 6.000 20171026093204
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.81 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.69 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.69 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C40 225.69 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.69 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.81 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.69 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093205
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.53 0.125 11.000 12.246 0.500 6.000 20171026093206
BE 0000 0000 030F 0CE4 08A0 0A40 0CC0 0C40 225.41 0.125 11.000 12.246 0.500 6.000 20171026093206
BE 0000 0000 030F 0C4E 08A0 0A40 0CC0 0C60 225.28 0.125 11.000 12.246 0.500 6.000 20171026093206
