02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090929
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090929
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090930
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.41 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.41 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.41 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090931
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.41 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.41 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 224.84 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090932
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.28 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.28 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.00 0.000 11.000 12.000 0.000 6.000 20171026090933
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.28 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090934
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B00 225.13 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090935
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090936
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 224.84 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.28 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.28 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090937
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090938
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090938
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090938
BE 0000 0000 030F 0C4E 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090938
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.13 0.000 11.000 12.000 0.000 6.000 20171026090938
BE 0000 0000 030F 0CE4 07E0 0900 0BE0 0B20 225.00 0.000 11.000 12.000 0.000 6.000 20171026090938
